% # columns="iteration, evaluation, sigma, void, void,  stds==sigma*sigma_vec.scaling*sqrt(diag(C))", seed=524876, Thu Oct  5 10:14:25 2023, <python>{}</python>
1 10 0.47750018102025915 0 0 0.47253067532576915 0.47886059817031335 0.4678343816417016 0.46882279910200886 0.45692722051400914 0.513012249651293 0.47020660757489674 0.46602882533126816 0.4774530100002967
1 10 0.47750018102025915 0 0 0.47253067532576915 0.47886059817031335 0.4678343816417016 0.46882279910200886 0.45692722051400914 0.513012249651293 0.47020660757489674 0.46602882533126816 0.4774530100002967
