% # columns="iter, evals, sigma, 0, fitness, xbest" seed=524876, Thu Oct  5 10:14:25 2023, <python>{}</python>
1 10 0.47750018102025915 0 2.4262993335723877 -0.7203022819883824 -1.39716235966923 47.78484996567857 0.9401844975944376 0.8291838429409625 -9.595018210669664 19.928430152503907 0.39446390953408245 -2.9891991528694533
1 10 0.47750018102025915 0 2.4262993335723877 -0.7203022819883824 -1.39716235966923 47.78484996567857 0.9401844975944376 0.8291838429409625 -9.595018210669664 19.928430152503907 0.39446390953408245 -2.9891991528694533
